Temp,Time [d],Volume fraction of AL2CU_C16 (Bulk),Mean radius of AL2CU_C16 (Bulk) [m]
120,0.02733,7.79951E-19,2.64544E-10
120,0.02998,1.33216E-17,2.64708E-10
120,0.03097,3.86992E-17,2.64869E-10
120,0.03209,1.21034E-16,2.64928E-10
120,0.03329,3.78748E-16,2.64937E-10
120,0.03458,1.18636E-15,2.64963E-10
120,0.03597,3.7165E-15,2.64989E-10
120,0.03747,1.16376E-14,2.64978E-10
120,0.03909,3.64412E-14,2.65008E-10
120,0.04086,1.1409E-13,2.65043E-10
120,0.04279,3.57079E-13,2.65074E-10
120,0.04489,1.11739E-12,2.65124E-10
120,0.04721,3.49574E-12,2.65183E-10
120,0.04977,1.09335E-11,2.6525E-10
120,0.05242,3.19016E-11,2.65348E-10
120,0.05507,8.43694E-11,2.65472E-10
120,0.05773,2.04952E-10,2.65621E-10
120,0.06038,4.62298E-10,2.6577E-10
120,0.06303,9.77448E-10,2.65951E-10
120,0.06569,1.95184E-09,2.66145E-10
120,0.06834,3.70504E-09,2.66325E-10
120,0.07099,6.72241E-09,2.66513E-10
120,0.07364,1.17137E-08,2.66687E-10
120,0.07630,1.96849E-08,2.66878E-10
120,0.07895,3.20117E-08,2.67033E-10
120,0.08160,5.05468E-08,2.67232E-10
120,0.08425,7.77093E-08,2.67438E-10
120,0.08690,1.16596E-07,2.67653E-10
120,0.08955,1.71094E-07,2.67876E-10
120,0.09221,2.45997E-07,2.6811E-10
120,0.09486,3.4717E-07,2.68373E-10
120,0.09750,4.81628E-07,2.68647E-10
120,0.10015,6.57582E-07,2.68909E-10
120,0.10280,8.84684E-07,2.69179E-10
120,0.10545,1.17413E-06,2.69455E-10
120,0.10810,1.53842E-06,2.69719E-10
120,0.11074,1.9921E-06,2.70002E-10
120,0.11339,2.55123E-06,2.70261E-10
120,0.11603,3.23394E-06,2.70557E-10
120,0.12131,5.05292E-06,2.71179E-10
120,0.12659,7.63487E-06,2.71868E-10
120,0.13187,0.00001,2.72561E-10
120,0.13713,0.00002,2.73278E-10
120,0.14239,0.00002,2.7401E-10
120,0.14764,0.00003,2.74765E-10
120,0.15289,0.00004,2.75583E-10
120,0.15812,0.00005,2.76468E-10
120,0.16335,0.00007,2.77362E-10
120,0.16856,0.00009,2.7829E-10
120,0.17377,0.00011,2.79242E-10
120,0.17896,0.00014,2.80235E-10
120,0.18415,0.00017,2.81279E-10
120,0.18932,0.00021,2.82395E-10
120,0.19449,0.00026,2.83529E-10
120,0.19964,0.00031,2.84706E-10
120,0.20478,0.00037,2.85907E-10
120,0.20991,0.00043,2.87174E-10
120,0.21504,0.00051,2.88484E-10
120,0.22015,0.00059,2.8986E-10
120,0.22780,0.00074,2.92004E-10
120,0.23544,0.00091,2.94254E-10
120,0.24306,0.00111,2.96613E-10
120,0.25067,0.00134,2.99129E-10
120,0.25827,0.00161,3.01754E-10
120,0.26586,0.00191,3.04523E-10
120,0.27334,0.00224,3.07383E-10
120,0.27988,0.00256,3.10017E-10
120,0.28738,0.00297,3.13192E-10
120,0.29539,0.00346,3.16814E-10
120,0.30234,0.00393,3.20067E-10
120,0.30967,0.00447,3.23625E-10
120,0.31721,0.00507,3.27459E-10
120,0.32484,0.00574,3.3149E-10
120,0.33251,0.00646,3.35718E-10
120,0.34089,0.00731,3.40506E-10
120,0.34912,0.00820,3.45387E-10
120,0.35782,0.00921,3.50745E-10
120,0.36633,0.01025,3.56173E-10
120,0.37522,0.01140,3.62017E-10
120,0.38398,0.01258,3.67943E-10
120,0.39310,0.01386,3.74308E-10
120,0.40260,0.01523,3.81047E-10
120,0.41209,0.01662,3.87913E-10
120,0.42204,0.01810,3.95174E-10
120,0.43214,0.01961,4.02602E-10
120,0.44248,0.02114,4.10171E-10
120,0.45279,0.02265,4.17646E-10
120,0.46357,0.02419,4.25302E-10
120,0.47456,0.02571,4.3287E-10
120,0.48589,0.02721,4.40329E-10
120,0.49727,0.02865,4.47423E-10
120,0.50927,0.03008,4.54407E-10
120,0.52158,0.03144,4.61049E-10
120,0.53380,0.03270,4.67055E-10
120,0.54651,0.03390,4.72706E-10
120,0.55986,0.03505,4.78019E-10
120,0.57329,0.03609,4.82774E-10
120,0.58674,0.03703,4.86962E-10
120,0.60099,0.03791,4.90932E-10
120,0.61519,0.03870,4.94328E-10
120,0.63022,0.03942,4.97518E-10
120,0.64621,0.04010,5.00469E-10
120,0.66175,0.04067,5.02979E-10
120,0.67799,0.04119,5.05274E-10
120,0.69485,0.04166,5.07277E-10
120,0.71178,0.04206,5.09122E-10
120,0.72994,0.04244,5.10753E-10
120,0.74701,0.04274,5.1222E-10
120,0.76539,0.04302,5.13624E-10
120,0.78533,0.04328,5.14836E-10
120,0.80391,0.04349,5.16011E-10
120,0.82414,0.04368,5.16994E-10
120,0.84636,0.04386,5.18143E-10
120,0.86669,0.04401,5.18951E-10
120,0.88904,0.04415,5.19742E-10
120,0.91383,0.04427,5.20779E-10
120,0.93578,0.04437,5.21467E-10
120,0.96005,0.04446,5.22468E-10
120,0.98704,0.04455,5.23117E-10
120,1.02565,0.04465,5.24487E-10
120,1.05183,0.04471,5.25074E-10
120,1.08074,0.04476,5.26033E-10
120,1.11293,0.04481,5.27019E-10
120,1.14877,0.04485,5.28032E-10
120,1.18894,0.04490,5.29095E-10
120,1.21834,0.04492,5.30121E-10
120,1.24904,0.04495,5.30747E-10
120,1.28341,0.04497,5.31731E-10
120,1.31999,0.04499,5.32775E-10
120,1.35877,0.04501,5.33835E-10
120,1.39990,0.04503,5.34954E-10
120,1.44164,0.04504,5.36492E-10
120,1.48389,0.04505,5.37615E-10
120,1.52843,0.04507,5.38767E-10
120,1.57526,0.04508,5.40182E-10
120,1.62295,0.04509,5.41482E-10
120,1.67185,0.04511,5.42841E-10
120,1.72169,0.04512,5.44152E-10
120,1.77277,0.04513,5.45515E-10
120,1.82482,0.04515,5.46865E-10
120,1.87831,0.04516,5.48163E-10
120,1.93145,0.04517,5.49476E-10
120,1.98625,0.04519,5.50795E-10
120,2.04291,0.04520,5.52125E-10
120,2.10154,0.04521,5.53502E-10
120,2.16168,0.04522,5.55055E-10
120,2.22169,0.04523,5.56669E-10
120,2.28271,0.04524,5.5789E-10
120,2.34504,0.04525,5.59538E-10
120,2.40787,0.04526,5.60763E-10
120,2.47272,0.04527,5.62336E-10
120,2.53965,0.04529,5.63572E-10
120,2.60869,0.04530,5.65184E-10
120,2.67627,0.04531,5.66478E-10
120,2.74974,0.04532,5.68172E-10
120,2.82041,0.04533,5.69607E-10
120,2.89322,0.04534,5.71052E-10
120,2.96793,0.04535,5.72521E-10
120,3.04520,0.04536,5.73929E-10
120,3.12615,0.04537,5.75376E-10
120,3.20701,0.04538,5.77183E-10
120,3.29062,0.04539,5.78603E-10
120,3.37587,0.04540,5.80268E-10
120,3.45991,0.04541,5.81644E-10
120,3.55000,0.04542,5.83404E-10
120,3.63759,0.04543,5.84752E-10
120,3.73296,0.04544,5.86459E-10
120,3.82723,0.04545,5.87877E-10
120,3.92389,0.04546,5.89522E-10
120,4.02102,0.04547,5.91254E-10
120,4.12296,0.04548,5.92732E-10
120,4.22858,0.04549,5.94507E-10
120,4.33310,0.04550,5.96028E-10
120,4.44515,0.04551,5.97844E-10
120,4.55797,0.04552,5.99578E-10
120,4.66937,0.04553,6.01284E-10
120,4.78200,0.04554,6.02773E-10
120,4.90067,0.04555,6.04511E-10
120,5.02646,0.04556,6.06292E-10
120,5.15400,0.04556,6.08324E-10
120,5.27837,0.04557,6.09921E-10
120,5.40815,0.04558,6.11546E-10
120,5.54219,0.04559,6.1344E-10
120,5.67973,0.04560,6.15392E-10
120,5.81975,0.04561,6.17068E-10
120,5.95924,0.04562,6.1867E-10
120,6.09869,0.04562,6.20549E-10
120,6.31112,0.04563,6.23278E-10
120,6.46070,0.04564,6.24999E-10
120,6.61415,0.04565,6.26968E-10
120,6.77414,0.04566,6.2873E-10
120,7.01011,0.04567,6.31384E-10
120,7.25744,0.04568,6.34434E-10
120,7.50119,0.04569,6.37125E-10
120,7.76330,0.04571,6.39864E-10
120,8.03013,0.04572,6.42772E-10
120,8.30410,0.04573,6.45354E-10
120,8.58174,0.04574,6.48332E-10
120,9.06380,0.04575,6.52997E-10
120,9.36557,0.04577,6.55874E-10
120,9.66998,0.04578,6.58643E-10
120,9.98263,0.04578,6.61814E-10
120,10.30554,0.04579,6.64697E-10
120,10.63244,0.04580,6.67479E-10
120,10.96504,0.04581,6.70167E-10
120,11.30985,0.04582,6.73317E-10
120,11.65823,0.04583,6.7614E-10
120,12.01161,0.04584,6.78985E-10
120,12.37112,0.04585,6.81997E-10
120,12.74060,0.04586,6.84791E-10
120,13.11984,0.04587,6.87635E-10
120,13.51053,0.04588,6.90525E-10
120,13.90371,0.04588,6.9359E-10
120,14.30649,0.04589,6.96427E-10
120,14.72080,0.04590,6.99316E-10
120,15.13918,0.04591,7.02143E-10
120,15.55787,0.04591,7.05075E-10
120,15.99415,0.04592,7.08087E-10
120,16.44613,0.04593,7.11212E-10
120,16.91344,0.04594,7.14201E-10
120,17.37253,0.04595,7.17093E-10
120,17.85608,0.04595,7.20015E-10
120,18.32832,0.04596,7.22896E-10
120,18.83175,0.04597,7.26041E-10
120,19.33725,0.04597,7.29064E-10
120,19.85014,0.04598,7.31931E-10
120,20.38188,0.04599,7.35009E-10
120,20.93119,0.04599,7.38202E-10
120,21.47844,0.04600,7.41194E-10
120,22.02247,0.04601,7.44085E-10
120,22.59244,0.04601,7.47078E-10
120,23.17075,0.04602,7.50179E-10
120,23.78352,0.04603,7.53254E-10
120,24.39410,0.04603,7.56452E-10
120,25.00880,0.04604,7.5958E-10
120,25.62563,0.04604,7.62589E-10
120,26.26540,0.04605,7.65688E-10
120,26.92057,0.04605,7.68848E-10
120,27.59752,0.04606,7.72069E-10
120,28.28195,0.04607,7.75145E-10
120,29.44062,0.04608,7.80243E-10
120,30.16909,0.04608,7.83423E-10
120,30.89306,0.04609,7.86585E-10
120,31.64241,0.04609,7.89862E-10
120,32.40159,0.04610,7.93143E-10
120,33.17362,0.04610,7.96317E-10
120,33.96233,0.04611,7.99599E-10
120,35.01427,0.04611,8.03661E-10
120,35.84654,0.04612,8.0689E-10
120,36.68603,0.04612,8.1018E-10
120,37.82467,0.04613,8.14471E-10
120,38.71184,0.04614,8.17857E-10
120,39.90309,0.04614,8.22134E-10
120,41.13967,0.04615,8.26517E-10
120,42.38924,0.04615,8.31111E-10
120,43.68134,0.04616,8.35568E-10
120,44.98256,0.04617,8.39846E-10
120,46.34296,0.04617,8.44252E-10
120,47.74118,0.04618,8.48786E-10
120,49.12835,0.04618,8.53304E-10
120,50.59858,0.04619,8.5781E-10
120,52.07912,0.04620,8.62273E-10
120,53.59126,0.04620,8.66783E-10
120,55.12997,0.04621,8.71329E-10
120,56.67087,0.04621,8.75751E-10
120,58.28998,0.04622,8.80353E-10
120,59.97468,0.04622,8.84972E-10
120,61.64080,0.04623,8.89513E-10
120,63.34423,0.04623,8.94099E-10
120,65.12385,0.04624,8.98822E-10
120,66.96298,0.04624,9.03513E-10
120,68.87313,0.04625,9.08245E-10
120,70.80973,0.04625,9.13013E-10
120,72.78915,0.04626,9.17727E-10
120,74.74957,0.04626,9.22489E-10
120,76.78846,0.04627,9.2715E-10
120,78.92551,0.04627,9.32034E-10
120,81.01753,0.04627,9.3671E-10
120,83.18039,0.04628,9.41491E-10
120,85.44709,0.04628,9.46472E-10
120,87.79524,0.04629,9.51394E-10
120,90.18576,0.04629,9.56302E-10
120,92.54414,0.04630,9.61165E-10
120,95.69656,0.04630,9.67521E-10
120,98.18824,0.04630,9.7229E-10
120,100.00000,0.04631,9.75877E-10
125,0.01693,8.09235E-19,2.67861E-10
125,0.01859,1.43391E-17,2.68023E-10
125,0.01921,4.16292E-17,2.68185E-10
125,0.01990,1.30225E-16,2.68245E-10
125,0.02065,4.07528E-16,2.68254E-10
125,0.02145,1.27651E-15,2.6828E-10
125,0.02231,3.99889E-15,2.68305E-10
125,0.02324,1.25218E-14,2.68295E-10
125,0.02425,3.92092E-14,2.68325E-10
125,0.02535,1.22754E-13,2.6836E-10
125,0.02654,3.84189E-13,2.6839E-10
125,0.02786,1.2022E-12,2.6844E-10
125,0.02930,3.76099E-12,2.68499E-10
125,0.03089,1.17629E-11,2.68567E-10
125,0.03255,3.46346E-11,2.68662E-10
125,0.03421,9.2276E-11,2.68786E-10
125,0.03588,2.25474E-10,2.68936E-10
125,0.03754,5.11023E-10,2.69087E-10
125,0.03921,1.08455E-09,2.6927E-10
125,0.04087,2.17239E-09,2.69466E-10
125,0.04253,4.13361E-09,2.69648E-10
125,0.04420,7.51471E-09,2.69838E-10
125,0.04586,1.31137E-08,2.70015E-10
125,0.04753,2.20642E-08,2.70208E-10
125,0.04919,3.59118E-08,2.70365E-10
125,0.05085,5.67419E-08,2.70567E-10
125,0.05252,8.72724E-08,2.70775E-10
125,0.05418,1.30977E-07,2.70994E-10
125,0.05584,1.92219E-07,2.71229E-10
125,0.05751,2.7637E-07,2.71457E-10
125,0.05917,3.89996E-07,2.71723E-10
125,0.06083,5.4093E-07,2.72001E-10
125,0.06249,7.38349E-07,2.72267E-10
125,0.06415,9.9303E-07,2.7254E-10
125,0.06581,1.31743E-06,2.72821E-10
125,0.06747,1.72546E-06,2.73089E-10
125,0.06913,2.23332E-06,2.73376E-10
125,0.07079,2.85897E-06,2.73669E-10
125,0.07245,3.62215E-06,2.7394E-10
125,0.07576,5.65317E-06,2.74572E-10
125,0.07908,8.53155E-06,2.75252E-10
125,0.08238,0.00001,2.75975E-10
125,0.08568,0.00002,2.76706E-10
125,0.08898,0.00002,2.7745E-10
125,0.09227,0.00003,2.78218E-10
125,0.09556,0.00005,2.79049E-10
125,0.09884,0.00006,2.79948E-10
125,0.10212,0.00008,2.80859E-10
125,0.10539,0.00010,2.81803E-10
125,0.10865,0.00012,2.82773E-10
125,0.11191,0.00016,2.83778E-10
125,0.11516,0.00019,2.8485E-10
125,0.11840,0.00023,2.85987E-10
125,0.12163,0.00028,2.87143E-10
125,0.12486,0.00034,2.88345E-10
125,0.12809,0.00040,2.89572E-10
125,0.13130,0.00048,2.90865E-10
125,0.13451,0.00056,2.92204E-10
125,0.13772,0.00065,2.93611E-10
125,0.14251,0.00081,2.95804E-10
125,0.14730,0.00100,2.98109E-10
125,0.15208,0.00121,3.00527E-10
125,0.15685,0.00146,3.03108E-10
125,0.16162,0.00175,3.05803E-10
125,0.16639,0.00207,3.08648E-10
125,0.17083,0.00241,3.11437E-10
125,0.17584,0.00283,3.14765E-10
125,0.18013,0.00324,3.17804E-10
125,0.18478,0.00372,3.21221E-10
125,0.18963,0.00428,3.2494E-10
125,0.19456,0.00490,3.28903E-10
125,0.19951,0.00557,3.33065E-10
125,0.20445,0.00631,3.37387E-10
125,0.20936,0.00709,3.41856E-10
125,0.21466,0.00800,3.46862E-10
125,0.21985,0.00895,3.51955E-10
125,0.22532,0.01001,3.57548E-10
125,0.23321,0.01164,3.65899E-10
125,0.23893,0.01288,3.72165E-10
125,0.24460,0.01416,3.78551E-10
125,0.25051,0.01552,3.85321E-10
125,0.25643,0.01691,3.92231E-10
125,0.26241,0.01833,3.99264E-10
125,0.26875,0.01983,4.06766E-10
125,0.27502,0.02131,4.14123E-10
125,0.28152,0.02281,4.21693E-10
125,0.28809,0.02429,4.29162E-10
125,0.29505,0.02581,4.36807E-10
125,0.30197,0.02726,4.44056E-10
125,0.30920,0.02869,4.51236E-10
125,0.31653,0.03006,4.5805E-10
125,0.32403,0.03138,4.64471E-10
125,0.33179,0.03263,4.70562E-10
125,0.33986,0.03383,4.7627E-10
125,0.34794,0.03493,4.81385E-10
125,0.35644,0.03597,4.86172E-10
125,0.36497,0.03691,4.90425E-10
125,0.37401,0.03779,4.94466E-10
125,0.38302,0.03857,4.97901E-10
125,0.39258,0.03930,5.01123E-10
125,0.40192,0.03992,5.03883E-10
125,0.41170,0.04049,5.06419E-10
125,0.42190,0.04101,5.08726E-10
125,0.43250,0.04148,5.10826E-10
125,0.44333,0.04189,5.12718E-10
125,0.45517,0.04227,5.14528E-10
125,0.46635,0.04258,5.16058E-10
125,0.47845,0.04288,5.17393E-10
125,0.48969,0.04311,5.18652E-10
125,0.50191,0.04333,5.19721E-10
125,0.51529,0.04353,5.21043E-10
125,0.52749,0.04369,5.21871E-10
125,0.54088,0.04383,5.23031E-10
125,0.55566,0.04398,5.24039E-10
125,0.56869,0.04409,5.24702E-10
125,0.58307,0.04419,5.25579E-10
125,0.59902,0.04428,5.26738E-10
125,0.61677,0.04437,5.27697E-10
125,0.63158,0.04444,5.28515E-10
125,0.64789,0.04450,5.29378E-10
125,0.66597,0.04456,5.30262E-10
125,0.68580,0.04461,5.31195E-10
125,0.70818,0.04466,5.32444E-10
125,0.74165,0.04472,5.3425E-10
125,0.76008,0.04475,5.34824E-10
125,0.78031,0.04477,5.36007E-10
125,0.80151,0.04479,5.37255E-10
125,0.82402,0.04482,5.38193E-10
125,0.84792,0.04484,5.39472E-10
125,0.87262,0.04485,5.40819E-10
125,0.89883,0.04488,5.4181E-10
125,0.92648,0.04489,5.4348E-10
125,0.95365,0.04490,5.44817E-10
125,0.98172,0.04492,5.46164E-10
125,1.01071,0.04493,5.47525E-10
125,1.04063,0.04495,5.48942E-10
125,1.07182,0.04496,5.5046E-10
125,1.10317,0.04497,5.52036E-10
125,1.13441,0.04499,5.53237E-10
125,1.16791,0.04500,5.54844E-10
125,1.20200,0.04502,5.56045E-10
125,1.23724,0.04503,5.57935E-10
125,1.27231,0.04505,5.59145E-10
125,1.30907,0.04506,5.60729E-10
125,1.34597,0.04507,5.62254E-10
125,1.38404,0.04509,5.63708E-10
125,1.42360,0.04510,5.65188E-10
125,1.46260,0.04511,5.67034E-10
125,1.50252,0.04513,5.6817E-10
125,1.54523,0.04514,5.69964E-10
125,1.58768,0.04515,5.71452E-10
125,1.63207,0.04516,5.73345E-10
125,1.67508,0.04518,5.74579E-10
125,1.71975,0.04518,5.7641E-10
125,1.76571,0.04520,5.77715E-10
125,1.81236,0.04521,5.79568E-10
125,1.86113,0.04523,5.80874E-10
125,1.91096,0.04523,5.82766E-10
125,1.96278,0.04524,5.84583E-10
125,2.01422,0.04526,5.85829E-10
125,2.06822,0.04527,5.87639E-10
125,2.12222,0.04528,5.89453E-10
125,2.17889,0.04529,5.91282E-10
125,2.23534,0.04530,5.92875E-10
125,2.29323,0.04532,5.943E-10
125,2.35614,0.04532,5.96474E-10
125,2.41737,0.04533,5.98176E-10
125,2.47803,0.04534,5.99886E-10
125,2.53966,0.04536,6.01348E-10
125,2.60620,0.04536,6.03294E-10
125,2.67061,0.04538,6.04937E-10
125,2.73783,0.04539,6.06645E-10
125,2.80710,0.04539,6.08569E-10
125,2.87957,0.04541,6.103E-10
125,2.95548,0.04542,6.12053E-10
125,3.02903,0.04542,6.14214E-10
125,3.10331,0.04543,6.16005E-10
125,3.17894,0.04544,6.17847E-10
125,3.25747,0.04545,6.1962E-10
125,3.33801,0.04546,6.2142E-10
125,3.41839,0.04547,6.23234E-10
125,3.50476,0.04548,6.25114E-10
125,3.59071,0.04549,6.26824E-10
125,3.67620,0.04550,6.28946E-10
125,3.76525,0.04551,6.30677E-10
125,3.85420,0.04552,6.32475E-10
125,3.94632,0.04553,6.34557E-10
125,4.03856,0.04554,6.36319E-10
125,4.13375,0.04554,6.38526E-10
125,4.27616,0.04556,6.40992E-10
125,4.42418,0.04557,6.44096E-10
125,4.57756,0.04558,6.469E-10
125,4.73283,0.04559,6.49739E-10
125,4.89006,0.04560,6.52636E-10
125,5.05344,0.04562,6.55647E-10
125,5.21956,0.04563,6.58441E-10
125,5.39122,0.04564,6.61183E-10
125,5.56488,0.04565,6.64051E-10
125,5.74126,0.04566,6.67189E-10
125,5.91995,0.04567,6.69965E-10
125,6.10690,0.04568,6.72766E-10
125,6.29886,0.04569,6.7569E-10
125,6.49212,0.04570,6.78743E-10
125,6.75759,0.04571,6.82571E-10
125,6.96098,0.04572,6.85441E-10
125,7.17074,0.04573,6.88558E-10
125,7.38016,0.04574,6.91473E-10
125,7.59783,0.04575,6.94145E-10
125,7.82282,0.04576,6.97232E-10
125,8.05078,0.04577,7.00188E-10
125,8.27909,0.04578,7.03222E-10
125,8.51908,0.04579,7.06263E-10
125,8.75323,0.04580,7.09022E-10
125,9.00242,0.04580,7.12149E-10
125,9.25241,0.04581,7.15155E-10
125,9.50580,0.04582,7.17958E-10
125,9.76824,0.04583,7.21004E-10
125,10.03913,0.04583,7.24171E-10
125,10.31541,0.04584,7.27066E-10
125,10.57672,0.04585,7.29918E-10
125,10.85740,0.04586,7.33134E-10
125,11.14205,0.04587,7.3591E-10
125,11.44351,0.04587,7.39227E-10
125,11.74381,0.04588,7.42083E-10
125,12.04604,0.04589,7.45118E-10
125,12.34922,0.04589,7.48093E-10
125,12.66356,0.04590,7.51137E-10
125,12.98537,0.04591,7.54235E-10
125,13.31779,0.04591,7.57395E-10
125,13.66240,0.04592,7.60423E-10
125,14.00160,0.04593,7.63613E-10
125,14.35630,0.04593,7.66668E-10
125,14.71737,0.04594,7.69783E-10
125,15.07578,0.04595,7.72952E-10
125,15.44568,0.04595,7.76179E-10
125,15.82130,0.04596,7.79258E-10
125,16.21491,0.04597,7.82418E-10
125,16.61338,0.04597,7.85666E-10
125,17.01221,0.04598,7.88742E-10
125,17.42420,0.04598,7.91945E-10
125,17.83887,0.04599,7.95089E-10
125,18.26987,0.04600,7.98349E-10
125,18.70276,0.04600,8.01667E-10
125,19.28606,0.04601,8.05832E-10
125,19.74250,0.04601,8.09268E-10
125,20.36174,0.04602,8.13489E-10
125,20.97949,0.04603,8.17813E-10
125,21.62316,0.04604,8.22095E-10
125,22.29416,0.04604,8.26519E-10
125,22.97764,0.04605,8.30935E-10
125,23.66714,0.04606,8.35486E-10
125,24.38619,0.04606,8.39889E-10
125,25.12894,0.04607,8.44378E-10
125,25.86907,0.04608,8.48829E-10
125,26.64623,0.04608,8.53409E-10
125,27.39442,0.04609,8.57682E-10
125,28.19008,0.04609,8.62168E-10
125,29.01669,0.04610,8.66713E-10
125,29.87488,0.04611,8.71452E-10
125,30.71521,0.04611,8.75919E-10
125,31.58042,0.04612,8.80355E-10
125,32.48039,0.04612,8.85064E-10
125,33.41004,0.04613,8.89675E-10
125,34.37995,0.04614,8.94338E-10
125,35.34957,0.04614,8.99037E-10
125,36.34794,0.04615,9.0383E-10
125,37.35841,0.04615,9.08562E-10
125,38.37585,0.04616,9.13152E-10
125,39.39396,0.04616,9.17754E-10
125,40.42982,0.04617,9.22264E-10
125,41.56669,0.04617,9.27146E-10
125,42.69417,0.04618,9.31837E-10
125,43.86675,0.04618,9.36797E-10
125,45.06854,0.04619,9.41683E-10
125,46.29434,0.04619,9.46501E-10
125,47.55354,0.04620,9.51528E-10
125,48.82754,0.04620,9.56401E-10
125,50.12187,0.04621,9.61232E-10
125,51.49077,0.04621,9.66346E-10
125,52.87390,0.04622,9.71314E-10
125,54.30003,0.04622,9.76433E-10
125,55.72266,0.04622,9.81515E-10
125,57.20649,0.04623,9.86598E-10
125,58.71411,0.04623,9.91626E-10
125,60.25270,0.04624,9.96784E-10
125,61.83271,0.04624,1.00195E-09
125,63.46085,0.04625,1.00709E-09
125,65.10915,0.04625,1.01236E-09
125,66.78995,0.04625,1.01747E-09
125,68.51964,0.04626,1.02278E-09
125,70.29201,0.04626,1.02809E-09
125,72.08567,0.04627,1.03331E-09
125,73.93871,0.04627,1.03867E-09
125,75.82561,0.04627,1.044E-09
125,77.75994,0.04628,1.04943E-09
125,79.71933,0.04628,1.05473E-09
125,81.73024,0.04629,1.06017E-09
125,83.76803,0.04629,1.06553E-09
125,85.86326,0.04629,1.07102E-09
125,87.98975,0.04630,1.07652E-09
125,90.14374,0.04630,1.08202E-09
125,92.36283,0.04630,1.08769E-09
125,94.56002,0.04631,1.09311E-09
125,96.83690,0.04631,1.09881E-09
125,99.14575,0.04631,1.10439E-09
125,100.00000,0.04631,1.10654E-09
130,0.01062,8.39942E-19,2.71259E-10
130,0.01168,1.54463E-17,2.7139E-10
130,0.01207,4.48234E-17,2.71584E-10
130,0.01251,1.40255E-16,2.71644E-10
130,0.01297,4.39046E-16,2.7168E-10
130,0.01348,1.37504E-15,2.71678E-10
130,0.01402,4.30732E-15,2.71703E-10
130,0.01461,1.34872E-14,2.71692E-10
130,0.01524,4.22314E-14,2.71722E-10
130,0.01593,1.32213E-13,2.71757E-10
130,0.01669,4.13786E-13,2.71788E-10
130,0.01751,1.29479E-12,2.71838E-10
130,0.01842,4.05056E-12,2.71896E-10
130,0.01942,1.26682E-11,2.71964E-10
130,0.02048,3.76422E-11,2.72057E-10
130,0.02154,1.01033E-10,2.72181E-10
130,0.02259,2.48301E-10,2.72324E-10
130,0.02365,5.65455E-10,2.72486E-10
130,0.02471,1.20456E-09,2.72669E-10
130,0.02577,2.41981E-09,2.72844E-10
130,0.02683,4.61549E-09,2.73052E-10
130,0.02788,8.40701E-09,2.73244E-10
130,0.02894,1.4692E-08,2.73423E-10
130,0.03000,2.47483E-08,2.73619E-10
130,0.03106,4.03129E-08,2.73779E-10
130,0.03211,6.37339E-08,2.73983E-10
130,0.03317,9.80611E-08,2.74195E-10
130,0.03423,1.47196E-07,2.74416E-10
130,0.03529,2.16036E-07,2.74654E-10
130,0.03634,3.10599E-07,2.74885E-10
130,0.03740,4.38238E-07,2.75155E-10
130,0.03846,6.07688E-07,2.75437E-10
130,0.03951,8.29215E-07,2.75706E-10
130,0.04057,1.11484E-06,2.75984E-10
130,0.04162,1.4784E-06,2.76269E-10
130,0.04268,1.9354E-06,2.76541E-10
130,0.04373,2.50386E-06,2.76833E-10
130,0.04479,3.20361E-06,2.7713E-10
130,0.04584,4.05659E-06,2.77405E-10
130,0.04795,6.32395E-06,2.78047E-10
130,0.05005,9.53237E-06,2.78738E-10
130,0.05215,0.00001,2.79472E-10
130,0.05425,0.00002,2.80215E-10
130,0.05635,0.00003,2.80973E-10
130,0.05844,0.00004,2.81753E-10
130,0.06053,0.00005,2.826E-10
130,0.06261,0.00007,2.83514E-10
130,0.06469,0.00009,2.84441E-10
130,0.06677,0.00011,2.85403E-10
130,0.06884,0.00014,2.86392E-10
130,0.07091,0.00017,2.87416E-10
130,0.07297,0.00021,2.88509E-10
130,0.07503,0.00026,2.89658E-10
130,0.07708,0.00031,2.90849E-10
130,0.07914,0.00037,2.92076E-10
130,0.08118,0.00044,2.9333E-10
130,0.08322,0.00052,2.94652E-10
130,0.08526,0.00061,2.96021E-10
130,0.08730,0.00071,2.9746E-10
130,0.09034,0.00088,2.99705E-10
130,0.09338,0.00109,3.02067E-10
130,0.09642,0.00132,3.04547E-10
130,0.09945,0.00159,3.07195E-10
130,0.10248,0.00189,3.09965E-10
130,0.10548,0.00224,3.12854E-10
130,0.10810,0.00257,3.15525E-10
130,0.11110,0.00300,3.18737E-10
130,0.11369,0.00340,3.2169E-10
130,0.11652,0.00388,3.25035E-10
130,0.11949,0.00444,3.28681E-10
130,0.12253,0.00506,3.32591E-10
130,0.12560,0.00574,3.3671E-10
130,0.12867,0.00647,3.40994E-10
130,0.13173,0.00726,3.4545E-10
130,0.13504,0.00817,3.50495E-10
130,0.13829,0.00912,3.55587E-10
130,0.14172,0.01018,3.61159E-10
130,0.14689,0.01188,3.69889E-10
130,0.15049,0.01312,3.76181E-10
130,0.15406,0.01439,3.82602E-10
130,0.15780,0.01575,3.89422E-10
130,0.16156,0.01714,3.96394E-10
130,0.16536,0.01855,4.03514E-10
130,0.16924,0.02000,4.10778E-10
130,0.17325,0.02147,4.18237E-10
130,0.17741,0.02297,4.25876E-10
130,0.18162,0.02445,4.33418E-10
