Temp,Time [d],Volume fraction of AL2CU_C16 (Bulk),Mean radius of AL2CU_C16 (Bulk) [m]
140,0.78675,0.04504,6.45891E-10
140,0.81390,0.04506,6.4892E-10
140,0.84144,0.04508,6.51577E-10
140,0.87015,0.04509,6.54575E-10
140,0.89982,0.04510,6.57715E-10
140,0.92964,0.04512,6.6059E-10
140,0.95968,0.04513,6.63591E-10
140,0.99089,0.04515,6.66324E-10
140,1.02254,0.04516,6.69451E-10
140,1.05478,0.04518,6.72375E-10
140,1.08913,0.04519,6.75375E-10
140,1.12232,0.04521,6.78141E-10
140,1.15659,0.04522,6.81131E-10
140,1.19234,0.04523,6.8419E-10
140,1.22808,0.04525,6.86945E-10
140,1.26320,0.04526,6.89778E-10
140,1.30004,0.04527,6.92692E-10
140,1.33736,0.04528,6.95633E-10
140,1.37592,0.04529,6.98605E-10
140,1.41610,0.04531,7.01608E-10
140,1.45513,0.04532,7.04435E-10
140,1.49461,0.04533,7.07317E-10
140,1.53526,0.04534,7.10055E-10
140,1.57653,0.04535,7.13027E-10
140,1.62094,0.04536,7.16087E-10
140,1.66607,0.04537,7.19024E-10
140,1.71296,0.04538,7.22049E-10
140,1.76036,0.04539,7.25203E-10
140,1.80857,0.04540,7.28193E-10
140,1.85721,0.04541,7.31222E-10
140,1.90767,0.04542,7.34361E-10
140,1.95869,0.04543,7.37405E-10
140,2.01193,0.04545,7.4045E-10
140,2.06566,0.04545,7.4356E-10
140,2.11931,0.04546,7.46725E-10
140,2.17458,0.04547,7.49727E-10
140,2.23157,0.04548,7.52754E-10
140,2.30897,0.04550,7.56996E-10
140,2.36850,0.04550,7.60191E-10
140,2.42815,0.04551,7.63293E-10
140,2.48983,0.04552,7.66373E-10
140,2.55232,0.04553,7.69547E-10
140,2.61436,0.04554,7.72759E-10
140,2.67859,0.04555,7.75867E-10
140,2.74478,0.04556,7.78903E-10
140,2.81355,0.04557,7.823E-10
140,2.88322,0.04557,7.85366E-10
140,2.95274,0.04558,7.8871E-10
140,3.02227,0.04559,7.91826E-10
140,3.09437,0.04560,7.94847E-10
140,3.16913,0.04560,7.98274E-10
140,3.24673,0.04561,8.01507E-10
140,3.32272,0.04562,8.04758E-10
140,3.40128,0.04563,8.07802E-10
140,3.50161,0.04564,8.11943E-10
140,3.60822,0.04565,8.16241E-10
140,3.71892,0.04566,8.20694E-10
140,3.80582,0.04566,8.24043E-10
140,3.91938,0.04567,8.28407E-10
140,4.03755,0.04568,8.3278E-10
140,4.15834,0.04569,8.3725E-10
140,4.28657,0.04570,8.4176E-10
140,4.41453,0.04571,8.46195E-10
140,4.54846,0.04572,8.50646E-10
140,4.68295,0.04573,8.55197E-10
140,4.81439,0.04573,8.59529E-10
140,4.95689,0.04574,8.64192E-10
140,5.09802,0.04575,8.68543E-10
140,5.24996,0.04576,8.73427E-10
140,5.39874,0.04577,8.77885E-10
140,5.55475,0.04578,8.82522E-10
140,5.71666,0.04578,8.87351E-10
140,5.87818,0.04579,8.91904E-10
140,6.08916,0.04580,8.97847E-10
140,6.26158,0.04581,9.02553E-10
140,6.44125,0.04582,9.07362E-10
140,6.62167,0.04582,9.12187E-10
140,6.80640,0.04583,9.16946E-10
140,6.99683,0.04584,9.2179E-10
140,7.18923,0.04584,9.26668E-10
140,7.38847,0.04585,9.31447E-10
140,7.59496,0.04586,9.36513E-10
140,7.80126,0.04586,9.41418E-10
140,8.01205,0.04587,9.46309E-10
140,8.22894,0.04588,9.51215E-10
140,8.44778,0.04588,9.55994E-10
140,8.67408,0.04589,9.60928E-10
140,8.90791,0.04590,9.66004E-10
140,9.14674,0.04590,9.71196E-10
140,9.39158,0.04591,9.76131E-10
140,9.63976,0.04591,9.81203E-10
140,9.89591,0.04592,9.864E-10
140,10.15698,0.04593,9.91548E-10
140,10.42505,0.04593,9.96595E-10
140,10.69869,0.04594,1.00178E-09
140,10.97543,0.04594,1.007E-09
140,11.26030,0.04595,1.01213E-09
140,11.55037,0.04596,1.01738E-09
140,11.84506,0.04596,1.0226E-09
140,12.15466,0.04597,1.02798E-09
140,12.46180,0.04597,1.03318E-09
140,12.78065,0.04598,1.03851E-09
140,13.10477,0.04598,1.04397E-09
140,13.43702,0.04599,1.04928E-09
140,13.77617,0.04599,1.05477E-09
140,14.11928,0.04600,1.06007E-09
140,14.47781,0.04600,1.0656E-09
140,14.84005,0.04601,1.07121E-09
140,15.20548,0.04601,1.07647E-09
140,15.57383,0.04602,1.08189E-09
140,15.95776,0.04602,1.0875E-09
140,16.35313,0.04603,1.09306E-09
140,16.75114,0.04603,1.09852E-09
140,17.37476,0.04604,1.10716E-09
140,17.79463,0.04604,1.11283E-09
140,18.22360,0.04605,1.11847E-09
140,18.66170,0.04605,1.12424E-09
140,19.19171,0.04606,1.13114E-09
140,19.74931,0.04606,1.13824E-09
140,20.21138,0.04607,1.14402E-09
140,20.79046,0.04607,1.15129E-09
140,21.37581,0.04608,1.15841E-09
140,21.98291,0.04608,1.16587E-09
140,22.60959,0.04609,1.17334E-09
140,23.21889,0.04609,1.18053E-09
140,23.84538,0.04610,1.18786E-09
140,24.49436,0.04610,1.19526E-09
140,25.13148,0.04611,1.2026E-09
140,25.80542,0.04611,1.21012E-09
140,26.51143,0.04612,1.21778E-09
140,27.21688,0.04612,1.22555E-09
140,27.94399,0.04612,1.23331E-09
140,28.67582,0.04613,1.2411E-09
140,29.42646,0.04613,1.24886E-09
140,30.18772,0.04614,1.25678E-09
140,30.96305,0.04614,1.26462E-09
140,31.76151,0.04615,1.27259E-09
140,32.57658,0.04615,1.2806E-09
140,33.39939,0.04615,1.28867E-09
140,34.23364,0.04616,1.2967E-09
140,35.10111,0.04616,1.30497E-09
140,35.95569,0.04617,1.31296E-09
140,36.85037,0.04617,1.32122E-09
140,37.75490,0.04617,1.32952E-09
140,38.68539,0.04618,1.33792E-09
140,39.63616,0.04618,1.34637E-09
140,40.61182,0.04619,1.35482E-09
140,41.59117,0.04619,1.36342E-09
140,42.58486,0.04619,1.37183E-09
140,43.61097,0.04620,1.38038E-09
140,44.64473,0.04620,1.38898E-09
140,45.70348,0.04620,1.39761E-09
140,47.22355,0.04621,1.40984E-09
140,48.34726,0.04621,1.41878E-09
140,49.70798,0.04622,1.42947E-09
140,51.09498,0.04622,1.44018E-09
140,52.50840,0.04623,1.4508E-09
140,53.96306,0.04623,1.46161E-09
140,55.44951,0.04623,1.47265E-09
140,56.97667,0.04624,1.48356E-09
140,58.52654,0.04624,1.49465E-09
140,60.12988,0.04624,1.50587E-09
140,61.75142,0.04625,1.51696E-09
140,63.43108,0.04625,1.52829E-09
140,65.13417,0.04626,1.53967E-09
140,66.87681,0.04626,1.5512E-09
140,68.65464,0.04626,1.56261E-09
140,70.47632,0.04627,1.57422E-09
140,72.34758,0.04627,1.58591E-09
140,74.27285,0.04627,1.59781E-09
140,76.24186,0.04628,1.60976E-09
140,78.24609,0.04628,1.62173E-09
140,80.30722,0.04628,1.63381E-09
140,82.41154,0.04629,1.64591E-09
140,84.54243,0.04629,1.65813E-09
140,86.74286,0.04629,1.67049E-09
140,88.97930,0.04629,1.68285E-09
140,91.27090,0.04630,1.6952E-09
140,93.59679,0.04630,1.7077E-09
140,95.87330,0.04630,1.71995E-09
140,98.43643,0.04631,1.73342E-09
140,100.00000,0.04631,1.7416E-09
145,0.00283,9.4152E-19,2.81973E-10
145,0.00312,1.9456E-17,2.82098E-10
145,0.00322,5.63339E-17,2.82286E-10
145,0.00334,1.76386E-16,2.82357E-10
145,0.00347,5.5222E-16,2.82394E-10
145,0.00360,1.72952E-15,2.82391E-10
145,0.00375,5.41757E-15,2.82417E-10
145,0.00391,1.6968E-14,2.82444E-10
145,0.00408,5.31174E-14,2.82436E-10
145,0.00426,1.66274E-13,2.8247E-10
145,0.00447,5.20385E-13,2.82511E-10
145,0.00469,1.62815E-12,2.82551E-10
145,0.00493,5.093E-12,2.82609E-10
145,0.00520,1.59272E-11,2.82677E-10
145,0.00549,4.86492E-11,2.82763E-10
145,0.00579,1.33441E-10,2.82888E-10
145,0.00608,3.33696E-10,2.83034E-10
145,0.00637,7.70447E-10,2.83201E-10
145,0.00667,1.65902E-09,2.83368E-10
145,0.00696,3.36185E-09,2.83572E-10
145,0.00725,6.45575E-09,2.83786E-10
145,0.00754,1.18207E-08,2.83986E-10
145,0.00784,2.07398E-08,2.84174E-10
145,0.00813,3.50367E-08,2.84377E-10
145,0.00842,5.72028E-08,2.84586E-10
145,0.00872,9.05534E-08,2.84758E-10
145,0.00901,1.39425E-07,2.84979E-10
145,0.00930,2.0934E-07,2.85207E-10
145,0.00959,3.0721E-07,2.85456E-10
145,0.00989,4.41477E-07,2.85697E-10
145,0.01018,6.22407E-07,2.85978E-10
145,0.01047,8.62142E-07,2.86249E-10
145,0.01076,1.17508E-06,2.86553E-10
145,0.01106,1.57773E-06,2.86843E-10
145,0.01135,2.08909E-06,2.87142E-10
145,0.01164,2.73086E-06,2.87447E-10
145,0.01193,3.52689E-06,2.87733E-10
145,0.01222,4.50448E-06,2.88045E-10
145,0.01251,5.69354E-06,2.88333E-10
145,0.01310,8.84191E-06,2.89008E-10
145,0.01368,0.00001,2.89732E-10
145,0.01426,0.00002,2.90502E-10
145,0.01484,0.00003,2.91287E-10
145,0.01542,0.00004,2.92085E-10
145,0.01600,0.00005,2.92928E-10
145,0.01657,0.00007,2.938E-10
145,0.01715,0.00009,2.94748E-10
145,0.01772,0.00012,2.95744E-10
145,0.01830,0.00015,2.96768E-10
145,0.01887,0.00018,2.97812E-10
145,0.01944,0.00023,2.98918E-10
145,0.02001,0.00028,3.00061E-10
145,0.02058,0.00034,3.01283E-10
145,0.02115,0.00041,3.02553E-10
145,0.02171,0.00049,3.03864E-10
145,0.02228,0.00058,3.05205E-10
145,0.02284,0.00068,3.06617E-10
145,0.02340,0.00080,3.0809E-10
145,0.02396,0.00092,3.09636E-10
145,0.02453,0.00107,3.11233E-10
145,0.02537,0.00131,3.1374E-10
145,0.02621,0.00159,3.16389E-10
145,0.02705,0.00191,3.19186E-10
145,0.02788,0.00227,3.22122E-10
145,0.02860,0.00262,3.24883E-10
145,0.02942,0.00306,3.28139E-10
145,0.03013,0.00348,3.31093E-10
145,0.03091,0.00398,3.3447E-10
145,0.03172,0.00455,3.38178E-10
145,0.03255,0.00519,3.4214E-10
145,0.03338,0.00589,3.46326E-10
145,0.03422,0.00664,3.50691E-10
145,0.03506,0.00744,3.55218E-10
145,0.03589,0.00829,3.59905E-10
145,0.03679,0.00926,3.65148E-10
145,0.03767,0.01026,3.70526E-10
145,0.03855,0.01130,3.76009E-10
145,0.03954,0.01251,3.82346E-10
145,0.04046,0.01368,3.88433E-10
145,0.04144,0.01495,3.95008E-10
145,0.04242,0.01624,4.01705E-10
145,0.04341,0.01756,4.08594E-10
145,0.04443,0.01891,4.15638E-10
145,0.04548,0.02029,4.22901E-10
145,0.04656,0.02170,4.3032E-10
145,0.04765,0.02308,4.37667E-10
145,0.04880,0.02450,4.45212E-10
145,0.04998,0.02590,4.52657E-10
145,0.05116,0.02724,4.59722E-10
145,0.05239,0.02856,4.66663E-10
145,0.05363,0.02982,4.73222E-10
145,0.05490,0.03102,4.79444E-10
145,0.05620,0.03217,4.85256E-10
145,0.05754,0.03326,4.90713E-10
145,0.05894,0.03430,4.95826E-10
145,0.06033,0.03523,5.0045E-10
145,0.06177,0.03612,5.0465E-10
145,0.06329,0.03695,5.08605E-10
145,0.06477,0.03767,5.1205E-10
145,0.06632,0.03834,5.15242E-10
145,0.06792,0.03896,5.18259E-10
145,0.06960,0.03953,5.20975E-10
145,0.07133,0.04004,5.2348E-10
145,0.07312,0.04050,5.2576E-10
145,0.07493,0.04092,5.27694E-10
145,0.07675,0.04127,5.29561E-10
145,0.07884,0.04163,5.31477E-10
145,0.08089,0.04193,5.33182E-10
145,0.08314,0.04221,5.34843E-10
145,0.08518,0.04242,5.36296E-10
145,0.08742,0.04263,5.3777E-10
145,0.08990,0.04282,5.39252E-10
145,0.09265,0.04301,5.40744E-10
145,0.09511,0.04314,5.42114E-10
145,0.09783,0.04327,5.43537E-10
145,0.10087,0.04339,5.44899E-10
145,0.10339,0.04348,5.46024E-10
145,0.10616,0.04356,5.47576E-10
145,0.10919,0.04364,5.48815E-10
145,0.11255,0.04370,5.50448E-10
145,0.11622,0.04377,5.52184E-10
145,0.12025,0.04383,5.53959E-10
145,0.12317,0.04387,5.55116E-10
145,0.12625,0.04390,5.56787E-10
145,0.12948,0.04394,5.58037E-10
145,0.13297,0.04397,5.59727E-10
145,0.13656,0.04400,5.60981E-10
145,0.14034,0.04403,5.62804E-10
145,0.14434,0.04406,5.6439E-10
145,0.14841,0.04408,5.66037E-10
145,0.15266,0.04411,5.67701E-10
145,0.15711,0.04414,5.69374E-10
145,0.16179,0.04415,5.71573E-10
145,0.16653,0.04418,5.73147E-10
145,0.17142,0.04421,5.74774E-10
145,0.17663,0.04423,5.76878E-10
145,0.18183,0.04426,5.78518E-10
145,0.18738,0.04428,5.80602E-10
145,0.19305,0.04430,5.82431E-10
145,0.19895,0.04432,5.84717E-10
145,0.20472,0.04434,5.86615E-10
145,0.21092,0.04436,5.88487E-10
145,0.21721,0.04439,5.90328E-10
145,0.22366,0.04441,5.92194E-10
145,0.23012,0.04443,5.94082E-10
145,0.23690,0.04444,5.96276E-10
145,0.24371,0.04446,5.98427E-10
145,0.25065,0.04448,6.00192E-10
145,0.25784,0.04450,6.02378E-10
145,0.26496,0.04452,6.04107E-10
145,0.27228,0.04453,6.06272E-10
145,0.27977,0.04455,6.08078E-10
145,0.28742,0.04457,6.10053E-10
145,0.29527,0.04459,6.11917E-10
145,0.30302,0.04460,6.14118E-10
145,0.31099,0.04462,6.15987E-10
145,0.31911,0.04463,6.17883E-10
145,0.32761,0.04465,6.19788E-10
145,0.33596,0.04466,6.21981E-10
145,0.34475,0.04468,6.23797E-10
145,0.35339,0.04469,6.2595E-10
145,0.36247,0.04471,6.27781E-10
145,0.37135,0.04472,6.29641E-10
145,0.38068,0.04474,6.3186E-10
145,0.38984,0.04475,6.33611E-10
145,0.39950,0.04476,6.35587E-10
145,0.40908,0.04478,6.37619E-10
145,0.42345,0.04480,6.4035E-10
145,0.43348,0.04481,6.42434E-10
145,0.44375,0.04482,6.4447E-10
145,0.45412,0.04483,6.46439E-10
145,0.46485,0.04485,6.48469E-10
145,0.48054,0.04487,6.51194E-10
145,0.49701,0.04488,6.54371E-10
145,0.51310,0.04490,6.56988E-10
145,0.53028,0.04492,6.60228E-10
145,0.54797,0.04493,6.63095E-10
145,0.56629,0.04495,6.66024E-10
145,0.58482,0.04497,6.69077E-10
145,0.60324,0.04498,6.71981E-10
145,0.62219,0.04500,6.75004E-10
145,0.64130,0.04501,6.77913E-10
145,0.66094,0.04503,6.80895E-10
145,0.68083,0.04504,6.83787E-10
145,0.70168,0.04505,6.86796E-10
145,0.72321,0.04507,6.89535E-10
145,0.75068,0.04509,6.93541E-10
145,0.77221,0.04510,6.96289E-10
145,0.79403,0.04511,6.99231E-10
145,0.81683,0.04513,7.02264E-10
145,0.84067,0.04514,7.05357E-10
145,0.86475,0.04515,7.08174E-10
145,0.88978,0.04517,7.11304E-10
145,0.91520,0.04518,7.14263E-10
145,0.94081,0.04519,7.1726E-10
145,0.96733,0.04520,7.20387E-10
145,0.99412,0.04521,7.23337E-10
145,1.02204,0.04523,7.26569E-10
145,1.05020,0.04524,7.29625E-10
145,1.07905,0.04525,7.32561E-10
145,1.10789,0.04526,7.35689E-10
145,1.13763,0.04527,7.38888E-10
145,1.16759,0.04528,7.4179E-10
145,1.19834,0.04529,7.44899E-10
145,1.23000,0.04530,7.48129E-10
145,1.26260,0.04531,7.51242E-10
145,1.29558,0.04533,7.54346E-10
145,1.32827,0.04533,7.57502E-10
145,1.36296,0.04535,7.6056E-10
145,1.39711,0.04535,7.63756E-10
145,1.43232,0.04536,7.66872E-10
145,1.46870,0.04537,7.70098E-10
145,1.50625,0.04538,7.73168E-10
145,1.54369,0.04539,7.76407E-10
145,1.58167,0.04540,7.79639E-10
145,1.61976,0.04541,7.82754E-10
145,1.65939,0.04542,7.85934E-10
145,1.70036,0.04543,7.8913E-10
145,1.74255,0.04544,7.92425E-10
145,1.78352,0.04545,7.95687E-10
145,1.82600,0.04546,7.98763E-10
145,1.88348,0.04547,8.03108E-10
145,1.92815,0.04548,8.06308E-10
145,1.97469,0.04548,8.09619E-10
145,2.03493,0.04549,8.13886E-10
145,2.09758,0.04550,8.1837E-10
145,2.16250,0.04552,8.22795E-10
145,2.21321,0.04552,8.26155E-10
145,2.28204,0.04553,8.30537E-10
145,2.35228,0.04554,8.35152E-10
145,2.42286,0.04555,8.39375E-10
145,2.49337,0.04556,8.43913E-10
145,2.56799,0.04557,8.48376E-10
145,2.64642,0.04558,8.52949E-10
145,2.72284,0.04559,8.57299E-10
145,2.80337,0.04560,8.61917E-10
145,2.88645,0.04561,8.66701E-10
145,2.97075,0.04562,8.71249E-10
145,3.05673,0.04563,8.75744E-10
145,3.14424,0.04564,8.80376E-10
145,3.23597,0.04565,8.85212E-10
145,3.32804,0.04565,8.89891E-10
145,3.42303,0.04566,8.94437E-10
145,3.52183,0.04567,8.99372E-10
145,3.62151,0.04568,9.03965E-10
145,3.72389,0.04569,9.08764E-10
145,3.82973,0.04570,9.13705E-10
145,3.93545,0.04570,9.1844E-10
145,4.04523,0.04571,9.23275E-10
145,4.15722,0.04572,9.2826E-10
145,4.27015,0.04573,9.33068E-10
145,4.38817,0.04573,9.38004E-10
145,4.50964,0.04574,9.42825E-10
145,4.63257,0.04575,9.47848E-10
145,4.75847,0.04576,9.52735E-10
145,4.88739,0.04576,9.57774E-10
145,5.01987,0.04577,9.62866E-10
145,5.15386,0.04578,9.67855E-10
145,5.29048,0.04578,9.7277E-10
145,5.43113,0.04579,9.77864E-10
145,5.57463,0.04580,9.82945E-10
145,5.72208,0.04580,9.8806E-10
145,5.87347,0.04581,9.93315E-10
145,6.02731,0.04582,9.98354E-10
145,6.18229,0.04582,1.00358E-09
145,6.34625,0.04583,1.00885E-09
145,6.50884,0.04583,1.01416E-09
145,6.67752,0.04584,1.01938E-09
145,6.84891,0.04585,1.02451E-09
145,7.11300,0.04586,1.03257E-09
145,7.29701,0.04586,1.03787E-09
145,7.48038,0.04587,1.04322E-09
145,7.66947,0.04587,1.04864E-09
145,7.86135,0.04588,1.05389E-09
145,8.05844,0.04588,1.05945E-09
145,8.25873,0.04589,1.06485E-09
145,8.46469,0.04590,1.0703E-09
145,8.67468,0.04590,1.07577E-09
145,8.88804,0.04591,1.08127E-09
145,9.11164,0.04591,1.0869E-09
145,9.33375,0.04592,1.09228E-09
145,9.56536,0.04592,1.09798E-09
145,9.79936,0.04593,1.10349E-09
145,10.08450,0.04593,1.11024E-09
145,10.32252,0.04594,1.11577E-09
145,10.57119,0.04594,1.12154E-09
145,10.82182,0.04595,1.1272E-09
145,11.08140,0.04595,1.13289E-09
145,11.34068,0.04596,1.13869E-09
145,11.67104,0.04596,1.14587E-09
145,12.01141,0.04597,1.15328E-09
145,12.33897,0.04597,1.16027E-09
145,12.67787,0.04598,1.16725E-09
145,13.03211,0.04598,1.17457E-09
145,13.38862,0.04599,1.1819E-09
145,13.75437,0.04600,1.18916E-09
145,14.13526,0.04600,1.19674E-09
145,14.52230,0.04601,1.20428E-09
145,14.91563,0.04601,1.21195E-09
145,15.31851,0.04602,1.21948E-09
145,15.73139,0.04602,1.22728E-09
145,16.15157,0.04603,1.23502E-09
145,16.57700,0.04603,1.24277E-09
145,17.01323,0.04604,1.25056E-09
145,17.63239,0.04604,1.26164E-09
145,18.08841,0.04605,1.26952E-09
145,18.55250,0.04605,1.27758E-09
145,19.02028,0.04606,1.28548E-09
145,19.50291,0.04606,1.29353E-09
145,19.99689,0.04607,1.30168E-09
145,20.50380,0.04607,1.30994E-09
145,21.01932,0.04608,1.31829E-09
145,21.54266,0.04608,1.32657E-09
145,22.07482,0.04608,1.3349E-09
145,22.62024,0.04609,1.3433E-09
145,23.17233,0.04609,1.35174E-09
145,23.73599,0.04610,1.36024E-09
145,24.31769,0.04610,1.36882E-09
145,24.90731,0.04610,1.37745E-09
145,25.50910,0.04611,1.38607E-09
145,26.11673,0.04611,1.39471E-09
145,26.73655,0.04612,1.40341E-09
145,27.36798,0.04612,1.41209E-09
145,28.01136,0.04612,1.42091E-09
145,28.79406,0.04613,1.43158E-09
145,29.46593,0.04613,1.44038E-09
145,30.16181,0.04614,1.4496E-09
145,30.99672,0.04614,1.46026E-09
145,31.86648,0.04615,1.47132E-09
145,32.74764,0.04615,1.48238E-09
145,33.64032,0.04615,1.49342E-09
145,34.56072,0.04616,1.50447E-09
145,35.49878,0.04616,1.51563E-09
145,36.46137,0.04617,1.52705E-09
145,37.45092,0.04617,1.53847E-09
145,38.45967,0.04617,1.54981E-09
145,39.49169,0.04618,1.56143E-09
145,40.54909,0.04618,1.57299E-09
145,41.62930,0.04619,1.58484E-09
145,42.73480,0.04619,1.59656E-09
145,43.86944,0.04619,1.60851E-09
145,45.01385,0.04620,1.62022E-09
145,46.20127,0.04620,1.6324E-09
145,47.41312,0.04620,1.64445E-09
145,48.65024,0.04621,1.65679E-09
145,49.91261,0.04621,1.66903E-09
145,51.21309,0.04621,1.6815E-09
145,52.51283,0.04622,1.69379E-09
145,53.86024,0.04622,1.70631E-09
145,55.23957,0.04622,1.71889E-09
145,56.64461,0.04623,1.73153E-09
145,58.09598,0.04623,1.74451E-09
145,59.57428,0.04623,1.75741E-09
145,61.08319,0.04624,1.77036E-09
145,62.61495,0.04624,1.78329E-09
145,64.20727,0.04624,1.79665E-09
145,65.79165,0.04625,1.80965E-09
145,67.47418,0.04625,1.82346E-09
145,69.24814,0.04625,1.83762E-09
145,70.97730,0.04625,1.85124E-09
145,72.82247,0.04626,1.86549E-09
145,74.57906,0.04626,1.87897E-09
145,76.45388,0.04627,1.89304E-09
145,78.25969,0.04626,1.90644E-09
145,80.19945,0.04627,1.92045E-09
145,82.37933,0.04627,1.93608E-09
145,84.56808,0.04628,1.95153E-09
145,86.80476,0.04628,1.96697E-09
145,89.06795,0.04628,1.9824E-09
145,91.39236,0.04629,1.99786E-09
145,93.73280,0.04629,2.01332E-09
145,96.10927,0.04629,2.0287E-09
145,98.53975,0.04629,2.04423E-09
145,100.00000,0.04629,2.0538E-09
150,0.00186,9.78872E-19,2.85729E-10
150,0.00206,2.10609E-17,2.85852E-10
150,0.00213,6.09326E-17,2.86042E-10
150,0.00220,1.90822E-16,2.86113E-10
150,0.00229,5.97436E-16,2.86151E-10
150,0.00238,1.87163E-15,2.86182E-10
150,0.00247,5.8616E-15,2.86173E-10
150,0.00258,1.83574E-14,2.862E-10
150,0.00269,5.74647E-14,2.86192E-10
150,0.00281,1.79878E-13,2.86226E-10
150,0.00295,5.62949E-13,2.86267E-10
150,0.00309,1.76128E-12,2.86306E-10
150,0.00325,5.50931E-12,2.86365E-10
150,0.00343,1.72287E-11,2.86433E-10
150,0.00363,5.3113E-11,2.86517E-10
150,0.00382,1.46734E-10,2.86643E-10
150,0.00402,3.69038E-10,2.86787E-10
150,0.00421,8.55827E-10,2.86957E-10
150,0.00441,1.84938E-09,2.87127E-10
150,0.00461,3.75765E-09,2.87333E-10
150,0.00480,7.23107E-09,2.8755E-10
150,0.00500,1.32608E-08,2.87752E-10
150,0.00519,2.32975E-08,2.87962E-10
150,0.00539,3.93868E-08,2.88149E-10
150,0.00558,6.43403E-08,2.88361E-10
150,0.00578,1.01881E-07,2.88536E-10
150,0.00597,1.56887E-07,2.88759E-10
150,0.00617,2.35555E-07,2.88992E-10
150,0.00636,3.45612E-07,2.89235E-10
150,0.00656,4.96535E-07,2.89497E-10
150,0.00675,6.99724E-07,2.89753E-10
150,0.00695,9.68854E-07,2.9005E-10
150,0.00714,1.31992E-06,2.90358E-10
150,0.00734,1.77124E-06,2.90652E-10
150,0.00753,2.34399E-06,2.90955E-10
150,0.00773,3.06224E-06,2.91265E-10
150,0.00792,3.9523E-06,2.91556E-10
150,0.00812,5.0445E-06,2.91873E-10
150,0.00831,6.37166E-06,2.92166E-10
150,0.00851,7.97037E-06,2.925E-10
150,0.00889,0.00001,2.93204E-10
150,0.00928,0.00002,2.93983E-10
150,0.00967,0.00003,2.94767E-10
150,0.01006,0.00004,2.95577E-10
150,0.01044,0.00005,2.96403E-10
150,0.01083,0.00007,2.97262E-10
150,0.01121,0.00009,2.98195E-10
150,0.01159,0.00011,2.99204E-10
150,0.01198,0.00014,3.00225E-10
150,0.01236,0.00018,3.01286E-10
150,0.01274,0.00023,3.02376E-10
150,0.01312,0.00028,3.0352E-10
150,0.01350,0.00034,3.04725E-10
150,0.01388,0.00041,3.06013E-10
150,0.01426,0.00049,3.07326E-10
150,0.01463,0.00058,3.08694E-10
150,0.01501,0.00069,3.10094E-10
150,0.01538,0.00081,3.11574E-10
150,0.01576,0.00094,3.13112E-10
150,0.01613,0.00108,3.1473E-10
150,0.01669,0.00133,3.1726E-10
150,0.01726,0.00162,3.19931E-10
150,0.01782,0.00195,3.22744E-10
150,0.01837,0.00231,3.25706E-10
150,0.01884,0.00267,3.28449E-10
150,0.01938,0.00311,3.317E-10
150,0.01985,0.00354,3.34649E-10
150,0.02036,0.00404,3.38023E-10
150,0.02090,0.00462,3.41733E-10
150,0.02145,0.00526,3.45703E-10
150,0.02200,0.00596,3.49896E-10
150,0.02255,0.00672,3.54286E-10
150,0.02311,0.00752,3.58839E-10
150,0.02366,0.00838,3.63586E-10
150,0.02421,0.00927,3.68471E-10
150,0.02480,0.01028,3.73891E-10
150,0.02539,0.01133,3.79463E-10
150,0.02615,0.01274,3.86888E-10
150,0.02677,0.01391,3.93016E-10
150,0.02742,0.01517,3.99659E-10
150,0.02807,0.01646,4.06426E-10
150,0.02874,0.01778,4.13389E-10
150,0.02942,0.01912,4.20507E-10
150,0.03012,0.02050,4.27846E-10
150,0.03085,0.02190,4.35372E-10
150,0.03158,0.02328,4.42804E-10
150,0.03233,0.02464,4.50138E-10
150,0.03309,0.02598,4.57385E-10
150,0.03389,0.02731,4.64528E-10
150,0.03469,0.02858,4.7126E-10
150,0.03553,0.02984,4.77917E-10
150,0.03639,0.03104,4.84162E-10
150,0.03728,0.03218,4.90086E-10
150,0.03815,0.03322,4.95336E-10
150,0.03905,0.03421,5.00248E-10
150,0.03999,0.03514,5.04835E-10
150,0.04098,0.03602,5.09218E-10
150,0.04194,0.03680,5.1298E-10
150,0.04295,0.03752,5.16474E-10
150,0.04399,0.03819,5.19717E-10
150,0.04509,0.03881,5.22666E-10
150,0.04623,0.03938,5.25548E-10
150,0.04741,0.03989,5.28054E-10
150,0.04863,0.04035,5.30441E-10
150,0.04987,0.04076,5.32515E-10
150,0.05111,0.04112,5.34384E-10
150,0.05233,0.04142,5.36203E-10
150,0.05372,0.04172,5.37902E-10
150,0.05502,0.04196,5.39376E-10
150,0.05644,0.04219,5.41069E-10
150,0.05800,0.04240,5.42534E-10
150,0.05937,0.04257,5.43817E-10
150,0.06087,0.04272,5.45126E-10
150,0.06252,0.04287,5.46706E-10
150,0.06434,0.04300,5.48312E-10
150,0.06585,0.04310,5.49485E-10
150,0.06807,0.04322,5.51198E-10
150,0.06993,0.04331,5.52821E-10
150,0.07194,0.04339,5.54109E-10
150,0.07419,0.04346,5.56212E-10
150,0.07661,0.04353,5.57966E-10
150,0.07930,0.04360,5.59773E-10
150,0.08126,0.04363,5.61476E-10
150,0.08329,0.04368,5.62726E-10
150,0.08548,0.04372,5.64031E-10
150,0.08775,0.04374,5.65979E-10
150,0.09012,0.04378,5.6756E-10
150,0.09263,0.04380,5.69598E-10
150,0.09522,0.04384,5.71234E-10
